fact_key,order_id,order_item_id,customer_key,product_key,date_key,geo_key,order_status,price,freight_value,total_payment_value,avg_review_score,is_canceled
68375,9c45d684670744358dfa62bf619d648f,2,14123,18221,600,8729,delivered,49.90,16.07,195.10,5.0000000000000000,f
68376,9c45d684670744358dfa62bf619d648f,3,14123,27565,600,8729,delivered,34.90,16.07,195.10,5.0000000000000000,f
68377,9c45e22ceaa7d4d5cd229d408c610d4e,1,10622,25490,963,4297,delivered,49.90,7.61,57.51,5.0000000000000000,f
68378,9c462c053ec072efcaa5186110cf96b8,1,87527,7089,835,16386,delivered,191.00,19.22,210.22,3.0000000000000000,f
68379,9c475f19f847e47760cdf04217021ab9,1,27806,25577,650,8112,delivered,99.99,16.95,116.94,4.0000000000000000,f
68380,9c478c10c15e4728df3923eafb5856e0,1,7031,16373,817,3772,delivered,299.99,10.45,310.44,5.0000000000000000,f
68381,9c47dc2d2e34ad6997e0a361c21ee9f9,1,62826,1308,631,8168,delivered,44.99,15.11,60.10,5.0000000000000000,f
68382,9c48af0db9cf0d3d5fde3bbf1b9381c7,1,80356,2202,739,8223,delivered,27.99,15.10,86.18,5.0000000000000000,f
68383,9c48af0db9cf0d3d5fde3bbf1b9381c7,2,80356,2202,739,8223,delivered,27.99,15.10,86.18,5.0000000000000000,f
68384,9c49745cc1196b647f7257f91f7fcbc6,1,47230,3180,683,5988,delivered,49.90,9.74,178.92,5.0000000000000000,f
68385,9c49745cc1196b647f7257f91f7fcbc6,2,47230,3180,683,5988,delivered,49.90,9.74,178.92,5.0000000000000000,f
68386,9c49745cc1196b647f7257f91f7fcbc6,3,47230,3180,683,5988,delivered,49.90,9.74,178.92,5.0000000000000000,f
68387,9c4a55a26e59e500b156faa5af6fbe53,1,44142,20828,803,8763,delivered,79.00,19.52,98.52,5.0000000000000000,f
68388,9c4aacf06d8fee894180123720425a6e,1,38593,8725,775,18153,canceled,35.00,16.60,51.60,1.00000000000000000000,t
68389,9c4b8eb5f1fb4f2b71018a6695171ca3,1,90887,29660,615,4623,delivered,18.17,11.85,30.02,5.0000000000000000,f
68390,9c4bf952a421aa0ddf8714352db3f799,1,47490,23891,759,1047,delivered,201.34,12.61,213.95,5.0000000000000000,f
68391,9c4d23ed96872c52ce913a212b38a54c,1,85179,16689,826,17943,delivered,109.99,17.06,127.05,5.0000000000000000,f
68392,9c4dfa7a4f01d5042e9363edd0c7c7b9,1,42030,4565,438,8894,delivered,99.99,28.89,128.88,5.0000000000000000,f
68393,9c4f3693a36ba481e0d9da739679660c,1,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68394,9c4f3693a36ba481e0d9da739679660c,2,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68395,9c4f3693a36ba481e0d9da739679660c,3,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68396,9c4f3693a36ba481e0d9da739679660c,4,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68397,9c4f3693a36ba481e0d9da739679660c,5,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68398,9c4f3693a36ba481e0d9da739679660c,6,93553,7365,679,4812,delivered,59.90,2.24,372.84,2.0000000000000000,f
68399,9c52d66642ca34c532ad03fe4295bfe7,1,30224,3674,536,7941,delivered,349.99,17.20,367.19,4.0000000000000000,f
68400,9c5387e0f57fcaaf624c791bc5a7d003,1,44128,15057,474,2812,delivered,274.90,62.28,337.18,5.0000000000000000,f
68401,9c54a1816e487456bb7eb5082b9823ff,1,11020,19577,383,6538,delivered,68.90,17.22,86.12,4.5000000000000000,f
68402,9c5505df3b3c87d88bef70eaff841ae5,1,16678,16903,857,1790,delivered,18.90,13.47,32.37,5.0000000000000000,f
68403,9c5548e522bd06824106a8713a019e1b,1,41435,5181,879,16615,delivered,299.99,28.18,328.17,4.0000000000000000,f
68404,9c571b5cc6003a7bf0a25cd54f225a1a,1,90178,12930,713,14566,delivered,144.99,17.26,162.25,2.0000000000000000,f
68405,9c57e2e7098196c6c6ac9d333b0395b0,1,1599,8242,961,1138,delivered,16.90,7.39,24.29,5.0000000000000000,f
68406,9c5921e983142d2f7a3416864c6e64bf,1,2855,28147,901,6445,delivered,17.00,18.23,35.23,4.0000000000000000,f
68407,9c5946cb456fcbf4dedc85d24f5d8703,1,29546,16622,623,12630,delivered,117.79,34.62,152.41,3.0000000000000000,f
68408,9c595e16a30ed3d4190c5d512eb1ad17,1,58761,15414,842,7441,delivered,39.00,18.23,57.23,4.0000000000000000,f
68409,9c5a18a57fda32945a834d0e2e06a540,1,57689,21672,845,5267,delivered,78.00,12.99,90.99,2.0000000000000000,f
68410,9c5b6f458d5e5f8e372c112f8b658af6,1,29263,29596,797,2341,delivered,69.90,14.58,84.48,4.0000000000000000,f
68411,9c5bc3c2933ce8e4660ec888ffb28748,1,87016,29861,623,2220,delivered,145.00,14.03,159.03,4.0000000000000000,f
68412,9c5bfba7de6a4abbb6ba0baab78d1622,1,42045,31145,555,7101,delivered,205.00,26.27,231.27,5.0000000000000000,f
68413,9c5d8aa9b979544037864b7bf09d3524,1,21397,803,836,2405,delivered,55.00,8.88,63.88,5.0000000000000000,f
68414,9c5da765587b0ee5c54bf7fb708b4659,1,11203,7348,889,5972,delivered,128.20,7.76,135.96,5.0000000000000000,f
68415,9c5dd45ca53ffa7f21772e36f950da8f,1,81816,6398,879,6402,delivered,325.49,45.86,371.35,5.0000000000000000,f
68416,9c5dedf39a927c1b2549525ed64a053c,1,37417,22047,434,4583,delivered,72.00,13.08,85.08,5.0000000000000000,f
68417,9c5e0415bc4c4c089aa772c9387e0f8e,1,26835,19743,867,753,delivered,84.00,21.02,316.40,4.0000000000000000,f
68418,9c5e0415bc4c4c089aa772c9387e0f8e,2,26835,31285,867,753,delivered,107.90,21.02,316.40,4.0000000000000000,f
68419,9c5e0415bc4c4c089aa772c9387e0f8e,3,26835,22637,867,753,delivered,78.25,4.21,316.40,4.0000000000000000,f
68420,9c5e59d13402e43348641c0293487f76,1,24081,645,962,6388,delivered,129.00,17.83,146.83,2.0000000000000000,f
68421,9c5f3018cce3b5a74df31586dae02c4a,1,48232,25727,901,6738,delivered,95.00,15.77,110.77,5.0000000000000000,f
68422,9c6091fbefbb76532f8a51939765c532,1,63573,14154,827,13346,delivered,319.90,24.74,344.64,5.0000000000000000,f
68423,9c60d3456f97cb01163eb8a3f5690aaf,1,19187,15833,859,7783,delivered,199.00,0.00,199.00,4.0000000000000000,f
68424,9c6203a8eacf4ccb437c800c9629f792,1,34757,15118,826,17666,delivered,47.90,18.23,66.13,5.0000000000000000,f
68425,9c625b12c2d0805fc7b1bcb6db555298,1,50264,32835,608,4098,delivered,229.90,11.02,240.92,4.0000000000000000,f
68426,9c62704f17ec0709183bec5c8695f34a,1,58956,31188,748,5859,delivered,69.90,13.51,83.41,5.0000000000000000,f
68427,9c63f9900d02e4981d36f0a782075043,1,56125,15636,889,15323,delivered,19.99,22.06,42.05,3.0000000000000000,f
68428,9c64098aed08a0e6989201c41dd75136,1,54435,24211,829,3855,delivered,159.00,16.02,175.02,5.0000000000000000,f
68429,9c6481009a4a4323ca90650c811ed87f,1,45124,19492,892,8198,delivered,14.60,15.23,29.83,5.0000000000000000,f
68430,9c64b3536fb98572dd79bdaaab529f2f,1,40556,19045,952,2340,delivered,29.99,19.82,368.04,4.0000000000000000,f
68431,9c64b3536fb98572dd79bdaaab529f2f,2,40556,32412,952,2340,delivered,149.00,19.80,368.04,4.0000000000000000,f
68432,9c64b3536fb98572dd79bdaaab529f2f,3,40556,22185,952,2340,delivered,29.99,19.82,368.04,4.0000000000000000,f
68433,9c64b3536fb98572dd79bdaaab529f2f,4,40556,22694,952,2340,delivered,29.99,19.82,368.04,4.0000000000000000,f
68434,9c64b3536fb98572dd79bdaaab529f2f,5,40556,4726,952,2340,delivered,29.99,19.82,368.04,4.0000000000000000,f
68435,9c6585136c83fd43fc233e6cec52044c,1,12216,16948,927,9433,delivered,119.85,23.64,143.49,5.0000000000000000,f
68436,9c67cdf1fabbdfbdf49b97bd424b2500,1,77678,15136,762,8806,delivered,39.99,15.10,110.18,1.00000000000000000000,f
68437,9c67cdf1fabbdfbdf49b97bd424b2500,2,77678,15136,762,8806,delivered,39.99,15.10,110.18,1.00000000000000000000,f
68438,9c6939a937801d0069e9086f8ee2beee,1,2532,27173,742,6427,delivered,239.99,16.44,256.43,5.0000000000000000,f
68439,9c6a41b40091cf444dcd80fa62446a98,1,77086,25549,694,7251,delivered,81.40,17.82,99.22,1.00000000000000000000,f
68440,9c6aefa5cff43aaa6ab742a0dfc5c1cd,1,86910,13468,695,16297,delivered,82.99,17.83,100.82,5.0000000000000000,f
68441,9c6afc949524a73041a14fa201f42851,1,53588,25030,759,5908,delivered,99.00,21.18,120.18,5.0000000000000000,f
68442,9c6b445489e19c178357172589b7ef63,1,47106,18418,658,3223,delivered,22.30,7.78,30.08,4.0000000000000000,f
68443,9c6b8dfbae8e7bac6fa1e9f198a5bb76,1,25507,25309,706,7027,delivered,89.99,45.09,135.08,3.0000000000000000,f
68444,9c6bf0283fbe1d66fc195f750aa3b9a3,1,15127,10868,858,8777,delivered,99.90,0.00,99.90,4.0000000000000000,f
68445,9c6dd0d5cafca153761250014cfbc320,1,13650,20564,732,9094,delivered,99.90,15.45,115.35,5.0000000000000000,f
68446,9c6f6c76170c49670bb21ee1eb1a87e5,1,13225,30711,672,4904,delivered,109.90,12.41,410.52,3.0000000000000000,f
68447,9c6f6c76170c49670bb21ee1eb1a87e5,2,13225,13708,672,4904,delivered,259.99,28.22,410.52,3.0000000000000000,f
68448,9c6fa2375d04ebce9627208eff6aa01b,1,85868,15911,937,187,delivered,122.90,15.17,138.07,5.0000000000000000,f
68449,9c70736fb3a0b0f4432c9fa2798a2dcd,1,54009,22611,887,18369,delivered,149.90,27.13,177.03,5.0000000000000000,f
68450,9c70e1f41efa94eecfbeeb5f13217760,1,58944,26827,895,2108,delivered,196.80,13.68,210.48,5.0000000000000000,f
68451,9c7420176504e0322420860db10766e4,1,53301,6813,580,6723,delivered,99.90,17.95,117.85,1.00000000000000000000,f
68452,9c7495bbff3f9fdbd9320ba46b827a2f,1,59836,25879,560,18432,delivered,149.55,26.33,175.88,5.0000000000000000,f
68453,9c753fec37c64b5771eb77ef982c34dc,1,30285,527,699,8374,delivered,49.90,16.60,66.50,,f
68454,9c76544bc3be770f1d1577a923ca28c5,1,11233,31536,704,4258,delivered,229.04,19.32,248.36,5.0000000000000000,f
68455,9c77804d4075e1f321c74f7a62d1d016,1,84789,32407,942,4290,delivered,118.80,15.93,134.73,5.0000000000000000,f
68456,9c7786ec8d2394cbee42bba833f7c537,1,88351,4427,483,8227,delivered,29.00,14.11,43.11,5.0000000000000000,f
68457,9c77966338b7a4afae520a5723c937a3,1,60393,22003,569,6642,delivered,59.90,16.18,76.08,3.0000000000000000,f
68458,9c77f370544954701cf2847a3732cb84,1,24245,27469,712,9145,delivered,18.90,16.79,35.69,4.0000000000000000,f
68459,9c781d427857ca8dee49b22614eb9e39,1,61750,12645,411,17334,processing,960.00,82.51,1042.51,1.00000000000000000000,f
68460,9c782cb7854e5dfa91927cfca8949eb8,1,91289,3957,557,6600,delivered,45.00,16.11,61.11,5.0000000000000000,f
68461,9c78e72b5160190f45195d6ecf7875dc,1,16228,14682,951,3232,delivered,99.90,17.83,117.73,1.00000000000000000000,f
68462,9c7950262e87089fd79aef7d4e4cd6e0,1,11089,20971,807,5974,delivered,78.00,12.99,272.97,1.00000000000000000000,f
68463,9c7950262e87089fd79aef7d4e4cd6e0,2,11089,20971,807,5974,delivered,78.00,12.99,272.97,1.00000000000000000000,f
68464,9c7950262e87089fd79aef7d4e4cd6e0,3,11089,20971,807,5974,delivered,78.00,12.99,272.97,1.00000000000000000000,f
68465,9c79cbb5642412b4151353f3dc4d4ee3,1,15899,7483,489,10241,delivered,389.00,55.13,444.13,2.0000000000000000,f
68466,9c7b78b186d8f105e716025272a904b4,1,61960,3692,577,570,delivered,45.90,13.37,59.27,5.0000000000000000,f
68467,9c7bac99c8e380b1c915cdba1ff29e65,1,35320,20365,481,6573,delivered,29.90,15.56,90.92,5.0000000000000000,f
68468,9c7bac99c8e380b1c915cdba1ff29e65,2,35320,20365,481,6573,delivered,29.90,15.56,90.92,5.0000000000000000,f
68469,9c7c35b65031cb7fa78dbac4e2e2537b,1,6084,31879,697,5100,delivered,52.90,9.09,61.99,5.0000000000000000,f
68470,9c7cad7063cd09133cd0e5a5ee540de3,1,59358,4725,910,1624,delivered,29.99,18.32,48.31,3.0000000000000000,f
68471,9c7d732e52bedefceae52e7c45d13861,1,17336,11011,831,7931,delivered,49.90,22.06,143.92,5.0000000000000000,f
68472,9c7d732e52bedefceae52e7c45d13861,2,17336,11011,831,7931,delivered,49.90,22.06,143.92,5.0000000000000000,f
68473,9c7d894f9c1a1bf24922e113909eb640,1,80987,31857,939,4547,delivered,549.90,21.95,571.85,5.0000000000000000,f
68474,9c7da05dae70be359391ea6cd8790045,1,44092,6645,574,12920,delivered,98.00,27.23,125.23,5.0000000000000000,f
68475,9c7e6c08ea3357fbfc31edcc4c1c9375,1,66656,6938,423,7864,delivered,269.90,26.63,296.53,1.00000000000000000000,f
68476,9c7f5f2dbba113d7f850c122bf2dec03,1,51207,11576,808,17740,delivered,79.00,34.09,113.09,5.0000000000000000,f
68477,9c7f8270cfe5b9be15ce3d3bb0309587,1,28724,24450,822,17274,delivered,14.90,17.06,31.96,5.0000000000000000,f
68478,9c808eeed3e79336f8e007a7922cf8bc,1,45804,6511,842,1194,delivered,39.99,13.71,53.70,5.0000000000000000,f
68479,9c8168f2783f0165c272ee971a47e916,1,7282,4395,794,6668,delivered,174.56,18.47,193.03,5.0000000000000000,f
68480,9c8251fb4af72d0b0ddc81fdb467a43f,1,47308,17691,866,2107,delivered,99.00,9.05,108.05,5.0000000000000000,f
68481,9c82bca31120157620aa240857a67802,1,46227,29150,627,18729,delivered,9.90,18.02,49.99,5.0000000000000000,f
68482,9c82bca31120157620aa240857a67802,2,46227,5907,627,18729,delivered,9.90,12.17,49.99,5.0000000000000000,f
68483,9c83e5ae8ff2b5cad999c3dc6129a888,1,88132,32301,793,3109,canceled,9.90,7.78,17.68,,t
68484,9c83e600b8c156f1b50b753f30e93634,1,32557,12723,669,15385,delivered,49.90,34.15,84.05,5.0000000000000000,f
68485,9c84d33c8583db075bc4e9df4e5949a6,1,37573,19671,855,2648,delivered,77.98,8.90,86.88,5.0000000000000000,f
68486,9c84e4191a2bca32e9dfd55839156db1,1,48845,16949,773,7062,delivered,190.00,16.08,206.08,5.0000000000000000,f
68487,9c85518f7f627b297892da0556f299bc,1,52023,19743,467,6402,delivered,89.90,14.80,104.70,5.0000000000000000,f
68488,9c867ee818c84d2be46a83abbfb13004,1,12704,15682,745,6656,delivered,99.90,22.57,122.47,5.0000000000000000,f
68489,9c8922b42eceb3b3bffa3b3e098eecc4,1,40904,2830,946,6673,delivered,34.00,19.43,53.43,4.0000000000000000,f
68490,9c893d6ab03661d6f07382306b4de688,1,83117,15625,949,8820,delivered,77.90,35.90,113.80,5.0000000000000000,f
68491,9c89421a3099d6b66cb2df1d2f1d3dab,1,17226,24183,801,4955,delivered,14.90,7.39,22.29,4.0000000000000000,f
68492,9c8a5a65a01f4a42ddd7fe53ee525568,1,42436,7592,877,6418,delivered,140.00,18.56,158.56,,f
68493,9c8af7daf8716cde23b513de7b15ac08,1,85587,29846,791,17819,delivered,39.95,15.10,110.10,3.0000000000000000,f
68494,9c8af7daf8716cde23b513de7b15ac08,2,85587,29846,791,17819,delivered,39.95,15.10,110.10,3.0000000000000000,f
68495,9c8b1a249b8f2acf28a69ae5526256c5,1,41482,15268,628,3514,delivered,13.99,7.78,21.77,4.0000000000000000,f
68496,9c8b3e3a0c6ba4c5497158fe7aa2a1d6,1,4871,31807,686,14840,delivered,31.90,15.79,47.69,4.0000000000000000,f
68497,9c8b7e134959999ac945ed2b29537c8b,1,40992,14699,828,12510,delivered,67.60,19.16,86.76,4.0000000000000000,f
68498,9c8b8ff59ab268b976e66d35464ac79b,1,82242,30314,610,6194,delivered,38.40,11.85,150.75,1.00000000000000000000,f
68499,9c8b8ff59ab268b976e66d35464ac79b,2,82242,30314,610,6194,delivered,38.40,11.85,150.75,1.00000000000000000000,f
68500,9c8b8ff59ab268b976e66d35464ac79b,3,82242,30314,610,6194,delivered,38.40,11.85,150.75,1.00000000000000000000,f
68501,9c8dea197b1aa3f75bf1baf53df41fd8,1,86259,22063,698,6480,delivered,34.90,15.11,50.01,1.00000000000000000000,f
68502,9c8e60a3e496cdf773216fa56215dd47,1,50437,14301,951,17267,delivered,99.99,19.89,119.88,1.00000000000000000000,f
68503,9c8ee769e2dd71e30f9db37f2c2606de,1,92124,2918,829,7461,delivered,27.90,18.23,46.13,4.0000000000000000,f
68504,9c8f72e1a86636d94b7adc52f856f5d9,1,89704,29564,690,17386,delivered,169.90,15.94,185.84,4.0000000000000000,f
68505,9c8f9997340786b7880a6a158c1b2833,1,50797,11146,693,9433,delivered,179.00,16.00,195.00,5.0000000000000000,f
68506,9c8ffc9afe14108def96d0b1a3678eec,1,4720,13439,461,18094,delivered,154.19,15.25,169.44,5.0000000000000000,f
68507,9c9036dccc18ec72597a1abafc18d3b4,1,42120,12683,587,1062,delivered,98.99,17.97,116.96,5.0000000000000000,f
68508,9c906865a38a9cbaa3d82e02f19b2d5f,1,79437,7841,762,1486,delivered,209.90,9.05,218.95,5.0000000000000000,f
68509,9c907683320520537fb677e28c4b5629,1,41977,16543,747,132,delivered,32.50,9.94,42.44,5.0000000000000000,f
68510,9c90fbe071e26ccef32878449010af00,1,39784,8052,771,16294,delivered,149.90,27.90,177.80,4.0000000000000000,f
68511,9c91511c612eb17f1db8e983907b803d,1,77848,25119,852,18329,delivered,299.00,19.97,318.97,4.0000000000000000,f
68512,9c916cda025ac7a244116346b9e82344,1,26616,12445,522,7888,delivered,129.99,18.00,147.99,5.0000000000000000,f
68513,9c9353e8fd52f68f8442e580b5f2bba6,1,46281,14103,789,16866,delivered,129.00,18.15,147.15,1.00000000000000000000,f
68514,9c9373d4b368de80c20e6a2ca4a43904,1,48755,27635,954,4362,delivered,69.00,14.79,83.79,1.00000000000000000000,f
68515,9c9434135a5470caf1949e3cbf488d37,1,15892,2961,686,994,delivered,166.99,13.72,180.71,5.0000000000000000,f
68516,9c9471a2e1b2cb608b22437f51cbe184,1,31682,3849,758,2135,delivered,39.90,7.78,47.68,1.00000000000000000000,f
68517,9c94a4ea2f7876660fa6f1b59b69c8e6,1,66267,5296,439,,shipped,75.99,14.70,90.69,1.00000000000000000000,f
68518,9c94a9a237ea316d0943b5b635bc2598,1,48858,27040,835,6756,delivered,119.00,54.59,173.59,5.0000000000000000,f
68519,9c94bfacc09a4a008c0eac2e86cb1628,1,56681,12445,519,8425,delivered,129.99,17.16,147.15,5.0000000000000000,f
68520,9c9504bb506aa1635fb6ad19be9bcfa9,1,93088,20762,615,3092,delivered,49.90,7.78,57.68,1.00000000000000000000,f
68521,9c9519dbd0554cfc5c787fdc7fa8ff42,1,70931,30202,942,7645,delivered,92.50,37.94,257.34,4.0000000000000000,f
68522,9c9519dbd0554cfc5c787fdc7fa8ff42,2,70931,8678,942,7645,delivered,119.50,7.40,257.34,4.0000000000000000,f
68523,9c957591bcb898e6250cde437b938d95,1,37607,14166,936,4060,delivered,134.99,13.61,148.60,4.0000000000000000,f
68524,9c95771a972dea113414d2b2bf6431fd,1,50427,9278,689,16240,delivered,21.90,14.10,36.00,5.0000000000000000,f
68525,9c9579e034d68cb04baf60a509029827,1,21947,24228,572,12318,delivered,45.00,35.67,80.67,4.0000000000000000,f
68526,9c958729ea25738c217bb66e1cfa200c,1,68355,32646,702,385,delivered,19.00,7.88,26.88,1.00000000000000000000,f
68527,9c96fac210f67f329b80d898001fee09,1,68207,26937,691,8702,delivered,49.90,15.10,65.00,4.0000000000000000,f
68528,9c978d47acdd5de3c4588d5af74c5c66,1,57735,20858,415,9529,delivered,197.90,17.80,215.70,2.0000000000000000,f
68529,9c97b6fd565f95265f18684e83c99bd3,1,38395,7033,770,8130,delivered,59.90,14.17,74.07,5.0000000000000000,f
68530,9c983856364a24ce56bf39aea9bb118a,1,12143,21473,622,10685,delivered,59.90,16.86,153.52,5.0000000000000000,f
68531,9c983856364a24ce56bf39aea9bb118a,2,12143,21473,622,10685,delivered,59.90,16.86,153.52,5.0000000000000000,f
68532,9c984f2c226fb999a439fcc64c73caa2,1,83711,10279,955,16581,delivered,48.90,19.53,68.43,4.0000000000000000,f
68533,9c987217fb96ab86ca15a379d251595c,1,89825,16323,642,4965,delivered,59.90,11.73,71.63,3.0000000000000000,f
68534,9c990d5aff064d220ea8962a5d97f4a9,1,55091,9846,438,17401,delivered,48.00,14.52,62.52,5.0000000000000000,f
68535,9c9a1d9b53c328e1bbb1f0c2c5410257,1,81801,13555,694,7130,delivered,79.00,17.09,203.08,4.0000000000000000,f
68536,9c9a1d9b53c328e1bbb1f0c2c5410257,2,81801,25146,694,7130,delivered,89.90,17.09,203.08,4.0000000000000000,f
68537,9c9a4274d58a43917a770c9f158c5002,1,35353,5902,723,1425,delivered,140.00,8.24,148.24,5.0000000000000000,f
68538,9c9ad157b30e942c4359772b6d446e52,1,1218,8625,805,5002,delivered,55.00,7.39,62.39,5.0000000000000000,f
68539,9c9ade04ccd7dc42fa1e6864043468e4,1,47229,26242,668,18037,delivered,99.90,20.19,120.09,5.0000000000000000,f
68540,9c9b21a2db3ef4c7109f69f7f3614d71,1,21021,20813,632,13607,delivered,279.99,37.32,317.31,5.0000000000000000,f
68541,9c9b9122cad8803b5a5373345e256d99,1,12247,8123,823,12224,delivered,84.90,23.09,107.99,5.0000000000000000,f
68542,9c9c501f71dcf81d14d006826972733a,1,53969,28417,911,15352,delivered,30.99,18.32,49.31,1.00000000000000000000,f
68543,9c9caabac80e005ba36cb7c06afc0fe3,1,61081,23946,912,3764,delivered,148.00,20.23,168.23,5.0000000000000000,f
68544,9c9caceea6d2d83cca38b235e4239dbc,1,80381,25919,729,159,delivered,149.00,37.14,372.28,5.0000000000000000,f
68545,9c9caceea6d2d83cca38b235e4239dbc,2,80381,25919,729,159,delivered,149.00,37.14,372.28,5.0000000000000000,f
68546,9c9d1799a0c105b12976da39ae431d1c,1,66884,1092,685,6147,delivered,29.00,11.85,40.85,5.0000000000000000,f
68547,9c9d2097d4c2b46f2963f34e32a57f35,1,81683,14269,907,16958,delivered,60.00,19.61,79.61,4.0000000000000000,f
68548,9c9d443e386dc6332b14958d37eaf75b,1,63613,24479,815,4989,shipped,156.99,15.18,172.17,1.00000000000000000000,f
68549,9c9d7c2faa49c47d07ddf13a35031837,1,60885,32349,735,4603,delivered,79.00,13.57,92.57,3.0000000000000000,f
68550,9c9d903ee688363d1efb6cf097ec00b7,1,9433,3028,964,989,delivered,81.18,9.32,90.50,5.0000000000000000,f
68551,9c9de9ca209ab5a4f0b1e55730231247,1,53239,28509,707,17957,delivered,89.00,17.89,218.78,1.00000000000000000000,f
68552,9c9de9ca209ab5a4f0b1e55730231247,2,53239,30473,707,17957,delivered,94.00,17.89,218.78,1.00000000000000000000,f
68553,9c9e615a6b717a5c6fd398ef41422f14,1,18519,8614,839,8063,delivered,53.90,0.00,53.90,5.0000000000000000,f
68554,9c9e682bee9157ebdd3875801b35e626,1,83832,21187,497,1525,delivered,39.99,7.78,47.77,5.0000000000000000,f
68555,9c9f7b0c21d98c81b75246bb758c386e,1,4692,32067,658,6199,delivered,269.99,17.65,287.64,5.0000000000000000,f
68556,9ca0824f0707d393f343607db317b6d1,1,72169,24087,638,13297,delivered,325.00,23.07,348.07,4.0000000000000000,f
68557,9ca1180e941195f37062a7d063cf2767,1,6204,29573,795,4096,delivered,31.90,12.69,44.59,5.0000000000000000,f
68558,9ca192d3fd38d4aff0c137f84cf7e121,1,29987,4706,956,2812,delivered,18.90,19.04,37.94,3.0000000000000000,f
68559,9ca29d49222112b86ede739f9a9dfbeb,1,31381,678,936,6141,delivered,92.99,13.31,106.30,5.0000000000000000,f
68560,9ca4233f35ec6058f6642a8124c8f9d2,1,56693,3414,905,13454,delivered,122.99,15.31,138.30,5.0000000000000000,f
68561,9ca50b76560450ccce4c7e5c31d9de58,1,38864,15948,714,7864,delivered,120.00,18.09,138.09,4.0000000000000000,f
68562,9ca5909eae951dbac41c3cf4b9c0337b,1,48831,28066,865,267,delivered,119.00,15.71,134.71,3.0000000000000000,f
68563,9ca6d17660064ab8bbc4a8089397afb1,1,67332,19032,680,3126,delivered,139.99,10.39,150.38,4.0000000000000000,f
68564,9ca767bff71e0db7ad334bde5f300c2a,1,81297,5693,686,15300,delivered,89.99,16.39,106.38,5.0000000000000000,f
68565,9ca7ad0b7aafb20b74dd5c1bc5f851d4,1,55885,25986,608,8913,delivered,109.95,13.79,123.74,5.0000000000000000,f
68566,9ca84d8b801d8d14cf479b5ad04b8139,1,89274,7078,565,16304,delivered,114.90,12.51,254.82,5.0000000000000000,f
68567,9ca84d8b801d8d14cf479b5ad04b8139,2,89274,30401,565,16304,delivered,114.90,12.51,254.82,5.0000000000000000,f
68568,9ca8a98b31ed734b2db90fca420cda8e,1,95119,9749,487,6223,delivered,13.98,10.96,24.94,5.0000000000000000,f
68569,9caafc4899f9ae1afc02c6fbc8936180,1,78267,7690,903,4742,delivered,32.90,12.89,45.79,5.0000000000000000,f
68570,9cab75dfcfa8618dd57b0eb92675ebfe,1,92606,24586,756,16197,delivered,109.90,18.02,127.92,5.0000000000000000,f
68571,9cabafe13d423fbaa722617b69188084,1,65044,28853,627,4841,delivered,130.00,12.11,142.11,5.0000000000000000,f
68572,9cac107eb297225b3dde9b28a2bff0ff,1,8720,12871,757,5103,delivered,35.89,12.48,48.37,5.0000000000000000,f
68573,9cac3ad2924225c89642ac6a44f5e62e,1,50561,14883,647,16727,delivered,38.25,16.11,54.36,5.0000000000000000,f
68574,9caec5f70676fea541e3dbcd2ff307e0,1,11627,16188,749,5878,delivered,13.65,11.85,25.50,5.0000000000000000,f
68575,9cb00de5b638536df59a274ce43e811d,1,20076,21261,815,17289,delivered,69.99,18.42,88.41,4.0000000000000000,f
68576,9cb058418ca948d8b6c3f369d031ab90,1,37678,10917,572,3862,delivered,99.00,13.71,112.71,5.0000000000000000,f
68577,9cb058ec33cf6725b0fc1cf24525af9c,1,80813,10024,823,4920,delivered,49.90,13.71,318.05,3.0000000000000000,f
68578,9cb058ec33cf6725b0fc1cf24525af9c,2,80813,10024,823,4920,delivered,49.90,13.71,318.05,3.0000000000000000,f
68579,9cb058ec33cf6725b0fc1cf24525af9c,3,80813,10024,823,4920,delivered,49.90,13.71,318.05,3.0000000000000000,f
68580,9cb058ec33cf6725b0fc1cf24525af9c,4,80813,10024,823,4920,delivered,49.90,13.71,318.05,3.0000000000000000,f
68581,9cb058ec33cf6725b0fc1cf24525af9c,5,80813,10024,823,4920,delivered,49.90,13.71,318.05,3.0000000000000000,f
68582,9cb1433345225b0c4d9449e593900bdd,1,72830,30886,790,5307,delivered,104.90,10.15,115.05,5.0000000000000000,f
68583,9cb197309d8105d9d407533fce50ae34,1,22990,32297,967,7,delivered,89.99,18.73,108.72,1.00000000000000000000,f
68584,9cb1a5b9af2fa27ca6a510f64245f869,1,48948,8687,593,5948,delivered,181.55,12.77,194.32,5.0000000000000000,f
68585,9cb31e241f37e9115ca372ccb5973ece,1,93845,23433,668,15704,delivered,14.90,25.63,40.53,5.0000000000000000,f
68586,9cb3bcbfa845d21d90a540b8a8e9eff8,1,59157,25577,608,6838,delivered,99.99,16.95,116.94,5.0000000000000000,f
